timestamp,AvgTicketPrice,Carrier,dayOfWeek,Dest,DestAirportID,DestCityName,DestRegion,DestWeather,DistanceKilometers,DistanceMiles,FlightDelayMin,FlightDelayType,FlightNum,FlightTimeHour,FlightTimeMin,Origin,OriginAirportID,OriginCityName,OriginCountry,OriginRegion,OriginWeather,DestCountry,FlightDelay,Cancelled
"Sep 15, 2023 @ 00:46:43.000",414.388,ES-Air,3,Luis Munoz Marin International Airport,SJU,San Juan,PR-U-A,Sunny,"7,464.96","4,638.51",0,No Delay,4Q0WO43,8.886857714,533.212,Il Caravaggio International Airport,BG01,Bergamo,IT,IT-25,Hail,PR,FALSE,FALSE
"Sep 15, 2023 @ 00:40:38.000",120.9,Kibana Airlines,3,Venice Marco Polo Airport,VE05,Venice,IT-34,Damaging Wind,369.972,229.89,0,No Delay,II9M31K,0.560563624,33.634,Turin Airport,TO11,Torino,IT,IT-21,Clear,IT,FALSE,TRUE
"Sep 15, 2023 @ 00:33:24.000",210.465,ES-Air,3,Kansas City International Airport,MCI,Kansas City,US-MO,Sunny,0,0,0,No Delay,Y5FL6MS,0,0,Kansas City International Airport,MCI,Kansas City,US,US-MO,Clear,US,FALSE,FALSE
"Sep 15, 2023 @ 00:30:55.000",123.401,Kibana Airlines,3,Salt Lake City International Airport,SLC,Salt Lake City,US-UT,Damaging Wind,"2,314.60","1,438.22",0,No Delay,UETBPQL,2.143143067,128.589,MBS International Airport,MBS,Saginaw,US,US-MI,Rain,US,FALSE,FALSE
"Sep 15, 2023 @ 00:28:20.000",218.411,Kibana Airlines,3,Naples International Airport,NA01,Naples,IT-72,Heavy Fog,0,0,60,Security Delay,P5AM5TZ,1,60,Naples International Airport,NA01,Naples,IT,IT-72,Rain,IT,TRUE,FALSE
"Sep 15, 2023 @ 00:23:44.000",778.298,ES-Air,3,Mariscal Sucre International Airport,UIO,Quito,SE-BD,Sunny,"15,154.85","9,416.79",0,No Delay,F33XY5O,12.02765851,721.66,Incheon International Airport,ICN,Seoul,KR,SE-BD,Sunny,EC,FALSE,FALSE
"Sep 15, 2023 @ 00:16:36.000",730.157,Logstash Airways,3,Ukrainka Air Base,XHBU,Belogorsk,RU-AMU,Heavy Fog,"13,813.27","8,583.17",0,No Delay,0M2JXQM,12.11690021,727.014,Mariscal Sucre International Airport,UIO,Quito,EC,EC-P,Rain,RU,FALSE,TRUE
"Sep 15, 2023 @ 00:14:18.000",516.271,Kibana Airlines,3,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Thunder & Lightning,"6,217.06","3,863.10",0,No Delay,WQAQISU,7.401260218,444.076,Oslo Gardermoen Airport,OSL,Oslo,NO,NO-02,Clear,CA,FALSE,TRUE
"Sep 15, 2023 @ 00:11:20.000",971.991,Kibana Airlines,3,Phoenix Sky Harbor International Airport,PHX,Phoenix,US-AZ,Heavy Fog,"9,340.86","5,804.14",315,Late Aircraft Delay,2K54A3I,19.40282092,"1,164.17",Barcelona International Airport,BCN,Barcelona,ES,ES-CT,Sunny,US,TRUE,FALSE
"Sep 15, 2023 @ 00:07:42.000",886.841,Logstash Airways,3,Sydney Kingsford Smith International Airport,SYD,Sydney,SE-BD,Clear,"15,587.65","9,685.71",0,No Delay,L0DXUXH,17.31960474,"1,039.18",Stockholm-Arlanda Airport,ARN,Stockholm,SE,SE-AB,Clear,AU,FALSE,FALSE
"Sep 15, 2023 @ 00:06:42.000",409.925,Logstash Airways,3,Turin Airport,TO11,Torino,IT-21,Heavy Fog,"2,397.53","1,489.76",180,NAS Delay,I0GG5H3,5.219934304,313.196,Sheremetyevo International Airport,SVO,Moscow,RU,RU-MOS,Clear,IT,TRUE,FALSE
"Sep 14, 2023 @ 23:48:53.000",920.106,Logstash Airways,3,Pisa International Airport,PI05,Pisa,IT-52,Damaging Wind,"1,046.17",650.058,0,No Delay,LSMZDE7,0.917690046,55.061,Amsterdam Airport Schiphol,AMS,Amsterdam,NL,NL-NH,Damaging Wind,IT,FALSE,TRUE
"Sep 14, 2023 @ 23:43:11.000",889.149,Kibana Airlines,3,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Sunny,"8,155.71","5,067.73",150,Security Delay,C04OJGD,11.5619035,693.714,Turin Airport,TO11,Torino,IT,IT-21,Heavy Fog,CN,TRUE,FALSE
"Sep 14, 2023 @ 23:36:51.000",794.992,Kibana Airlines,3,Narita International Airport,NRT,Tokyo,SE-BD,Cloudy,"9,910.04","6,157.82",0,No Delay,4DCC04O,10.32295989,619.378,Ciampino___G. B. Pastine International Airport,RM12,Rome,IT,IT-62,Sunny,JP,FALSE,FALSE
"Sep 14, 2023 @ 23:23:18.000",893.786,Logstash Airways,3,Verona Villafranca Airport,VR10,Verona,IT-34,Cloudy,"7,745.60","4,812.89",180,Weather Delay,YJT01IT,10.59372097,635.623,Ukrainka Air Base,XHBU,Belogorsk,RU,RU-AMU,Heavy Fog,IT,TRUE,FALSE
"Sep 14, 2023 @ 23:23:18.000",806.928,JetBeats,3,Manchester Airport,MAN,Manchester,GB-ENG,Cloudy,"7,062.14","4,388.21",0,No Delay,YE7S9G7,7.846826721,470.81,Jackson-Medgar Wiley Evers International Airport,JAN,Jackson,US,US-MS,Sunny,GB,FALSE,FALSE
"Sep 14, 2023 @ 23:14:59.000",690.452,Logstash Airways,3,Zurich Airport,ZRH,Zurich,CH-ZH,Clear,261.002,162.179,0,No Delay,0VA8ULZ,0.241668783,14.5,Turin Airport,TO11,Torino,IT,IT-21,Rain,CH,FALSE,FALSE
"Sep 14, 2023 @ 23:14:33.000",986.917,Logstash Airways,3,Milano Linate Airport,MI11,Milan,IT-25,Clear,"10,674.07","6,632.56",210,Late Aircraft Delay,X7WLYGC,16.20722049,972.433,Jorge Chavez International Airport,LIM,Lima,PE,SE-BD,Sunny,IT,TRUE,FALSE
"Sep 14, 2023 @ 23:07:05.000",722.865,JetBeats,3,Charles de Gaulle International Airport,CDG,Paris,FR-J,Cloudy,"16,531.82","10,272.40",15,Late Aircraft Delay,4O752IS,13.3704916,802.23,Brisbane International Airport,BNE,Brisbane,AU,SE-BD,Clear,FR,TRUE,FALSE
"Sep 14, 2023 @ 23:07:04.000",468.881,JetBeats,3,Tokyo Haneda International Airport,HND,Tokyo,SE-BD,Rain,"11,059.71","6,872.19",0,No Delay,IN4GE5S,10.24047327,614.428,Richmond International Airport,RIC,Richmond,US,US-VA,Clear,JP,FALSE,FALSE
"Sep 14, 2023 @ 22:59:17.000",554.848,Kibana Airlines,3,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Rain,"7,087.89","4,404.21",0,No Delay,KOGAHD5,9.08704072,545.223,Malpensa International Airport,MI12,Milan,IT,IT-25,Rain,IN,FALSE,FALSE
"Sep 14, 2023 @ 22:55:37.000",840.991,JetBeats,3,Ministro Pistarini International Airport,EZE,Buenos Aires,AR-B,Rain,"11,241.42","6,985.09",0,No Delay,MTIOEQF,10.40871873,624.523,Il Caravaggio International Airport,BG01,Bergamo,IT,IT-25,Heavy Fog,AR,FALSE,FALSE
"Sep 14, 2023 @ 22:50:53.000",656.009,Logstash Airways,3,Milano Linate Airport,MI11,Milan,IT-25,Rain,645.207,400.913,0,No Delay,VWJQKAX,0.597413991,35.845,Charles de Gaulle International Airport,CDG,Paris,FR,FR-J,Rain,IT,FALSE,FALSE
"Sep 14, 2023 @ 22:48:44.000",344.524,ES-Air,3,Warsaw Chopin Airport,WAW,Warsaw,PL-MZ,Cloudy,972.607,604.35,30,Carrier Delay,J01R87I,1.657865522,99.472,Venice Marco Polo Airport,VE05,Venice,IT,IT-34,Sunny,PL,TRUE,FALSE
"Sep 14, 2023 @ 22:46:15.000",125.819,Kibana Airlines,3,Venice Marco Polo Airport,VE05,Venice,IT-34,Sunny,255.258,158.61,195,Late Aircraft Delay,BZ5V5CO,3.577253707,214.635,Pisa International Airport,PI05,Pisa,IT,IT-52,Sunny,IT,TRUE,FALSE
"Sep 14, 2023 @ 22:46:01.000",974.014,Kibana Airlines,3,Tokyo Haneda International Airport,HND,Tokyo,SE-BD,Sunny,"10,721.78","6,662.20",0,No Delay,N3HD6ME,14.89135631,893.481,Portland International Jetport Airport,PWM,Portland,US,US-ME,Heavy Fog,JP,FALSE,FALSE
"Sep 14, 2023 @ 22:45:13.000",848.263,Logstash Airways,3,Manchester Airport,MAN,Manchester,GB-ENG,Cloudy,"6,157.15","3,825.87",330,Security Delay,D4MNNS2,10.38662447,623.197,Chicago O'Hare International Airport,ORD,Chicago,US,US-IL,Damaging Wind,GB,TRUE,FALSE
"Sep 14, 2023 @ 22:43:37.000",526.901,JetBeats,3,Pisa International Airport,PI05,Pisa,IT-52,Damaging Wind,"11,848.92","7,362.58",0,No Delay,7MF3ECH,10.97122376,658.273,Comodoro Arturo Merino Benitez International Airport,SCL,Santiago,CL,SE-BD,Rain,IT,FALSE,FALSE
"Sep 14, 2023 @ 22:43:16.000",367.489,Logstash Airways,3,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Sunny,"14,703.24","9,136.17",0,No Delay,UYCRIJB,15.31587615,918.953,OR Tambo International Airport,JNB,Johannesburg,ZA,SE-BD,Rain,CA,FALSE,FALSE
"Sep 14, 2023 @ 22:42:50.000",983.496,ES-Air,3,Shanghai Hongqiao International Airport,SHA,Shanghai,SE-BD,Clear,"9,230.83","5,735.77",0,No Delay,AYOG1SN,8.097217663,485.833,Seattle Tacoma International Airport,SEA,Seattle,US,US-WA,Cloudy,CN,FALSE,FALSE
"Sep 14, 2023 @ 22:34:02.000",839.59,JetBeats,3,Jackson-Medgar Wiley Evers International Airport,JAN,Jackson,US-MS,Rain,"7,763.52","4,824.03",0,No Delay,QKCAW40,8.626137193,517.568,Cologne Bonn Airport,CGN,Cologne,DE,DE-NW,Sunny,US,FALSE,FALSE
"Sep 14, 2023 @ 22:33:32.000",565.086,Logstash Airways,3,Vienna International Airport,VIE,Vienna,AT-9,Hail,"1,038.18",645.093,0,No Delay,817MTIP,0.910681472,54.641,Charles de Gaulle International Airport,CDG,Paris,FR,FR-J,Cloudy,AT,FALSE,FALSE
"Sep 14, 2023 @ 22:29:36.000",999.003,JetBeats,3,Olenya Air Base,XLMO,Olenegorsk,RU-MUR,Sunny,"6,962.97","4,326.59",0,No Delay,43J55YO,7.253088936,435.185,Kansai International Airport,KIX,Osaka,JP,SE-BD,Rain,RU,FALSE,FALSE
"Sep 14, 2023 @ 22:23:20.000",658.662,JetBeats,3,Melbourne International Airport,MEL,Melbourne,SE-BD,Rain,"15,954.70","9,913.79",300,Security Delay,GOVQ8KP,21.61947506,"1,297.17",Copenhagen Kastrup Airport,CPH,Copenhagen,DK,DK-84,Heavy Fog,AU,TRUE,FALSE
"Sep 14, 2023 @ 22:21:10.000",754.272,ES-Air,3,General Mitchell International Airport,MKE,Milwaukee,US-WI,Cloudy,"2,213.95","1,375.68",0,No Delay,T6GF7KJ,2.635653805,158.139,Edmonton International Airport,CYEG,Edmonton,CA,CA-AB,Damaging Wind,US,FALSE,FALSE
"Sep 14, 2023 @ 22:16:37.000",325.822,JetBeats,3,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Rain,"7,379.45","4,585.38",0,No Delay,KYP15XQ,10.24923336,614.954,Verona Villafranca Airport,VR10,Verona,IT,IT-34,Thunder & Lightning,CA,FALSE,FALSE
"Sep 14, 2023 @ 22:09:39.000",272.128,JetBeats,3,Indira Gandhi International Airport,DEL,New Delhi,SE-BD,Sunny,"5,915.28","3,675.59",0,No Delay,3KLYW6K,5.477113162,328.627,Ciampino___G. B. Pastine International Airport,RM12,Rome,IT,IT-62,Thunder & Lightning,IN,FALSE,TRUE
"Sep 14, 2023 @ 21:59:29.000",546.348,Kibana Airlines,3,Shanghai Pudong International Airport,PVG,Shanghai,SE-BD,Cloudy,"9,100.68","5,654.90",0,No Delay,J82PAT6,7.222761516,433.366,Il Caravaggio International Airport,BG01,Bergamo,IT,IT-25,Clear,CN,FALSE,FALSE
"Sep 14, 2023 @ 21:59:22.000",961.175,Logstash Airways,3,Kansai International Airport,KIX,Osaka,SE-BD,Clear,814.844,506.321,0,No Delay,BXHPFQP,0.7988666,47.932,Jeju International Airport,CJU,Jeju City,KR,SE-BD,Hail,JP,FALSE,FALSE
"Sep 14, 2023 @ 21:58:37.000",355.041,Kibana Airlines,3,Tokyo Haneda International Airport,HND,Tokyo,SE-BD,Thunder & Lightning,"11,695.13","7,267.02",0,No Delay,L8N066E,13.9227783,835.367,Tampa International Airport,TPA,Tampa,US,US-FL,Clear,JP,FALSE,FALSE
"Sep 14, 2023 @ 21:57:39.000",999.2,JetBeats,3,Kansai International Airport,KIX,Osaka,SE-BD,Hail,"9,280.81","5,766.83",0,No Delay,T69JJUT,10.31201303,618.721,Cologne Bonn Airport,CGN,Cologne,DE,DE-NW,Clear,JP,FALSE,FALSE
"Sep 14, 2023 @ 21:51:07.000",381.425,Logstash Airways,3,Luis Munoz Marin International Airport,SJU,San Juan,PR-U-A,Clear,"2,959.80","1,839.13",0,No Delay,2J7OYBZ,3.523564969,211.414,Cleveland Hopkins International Airport,CLE,Cleveland,US,US-OH,Cloudy,PR,FALSE,FALSE
"Sep 14, 2023 @ 21:45:01.000",260.972,ES-Air,3,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Rain,"8,139.03","5,057.36",345,Weather Delay,OBZ1W4A,14.2281563,853.689,Dublin Airport,DUB,Dublin,IE,IE-D,Cloudy,IN,TRUE,FALSE
"Sep 14, 2023 @ 21:40:01.000",850.758,Logstash Airways,3,Chicago Midway International Airport,MDW,Chicago,US-IL,Rain,"7,108.65","4,417.11",0,No Delay,IHDCTFX,5.641787059,338.507,Berlin-Tegel Airport,TXL,Berlin,DE,DE-BE,Clear,US,FALSE,FALSE
"Sep 14, 2023 @ 21:39:44.000",384.452,ES-Air,3,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Hail,"7,286.13","4,527.39",0,No Delay,BWSUBE8,10.11962511,607.178,Warsaw Chopin Airport,WAW,Warsaw,PL,PL-MZ,Clear,CA,FALSE,FALSE
"Sep 14, 2023 @ 21:31:12.000",172.738,JetBeats,3,Washington Dulles International Airport,IAD,Washington,US-DC,Cloudy,476.426,296.037,0,No Delay,7TSWVJG,0.5293619,31.762,Syracuse Hancock International Airport,SYR,Syracuse,US,US-NY,Heavy Fog,US,FALSE,FALSE
"Sep 14, 2023 @ 21:19:37.000",812.675,ES-Air,3,Pittsburgh International Airport,PIT,Pittsburgh,US-PA,Cloudy,"13,356.94","8,299.62",0,No Delay,88KX3RA,10.60074278,636.045,OR Tambo International Airport,JNB,Johannesburg,ZA,SE-BD,Clear,US,FALSE,FALSE
"Sep 14, 2023 @ 21:08:37.000",548.662,Logstash Airways,3,Verona Villafranca Airport,VR10,Verona,IT-34,Rain,"8,541.30","5,307.32",0,No Delay,P8P46LH,7.492363659,449.542,Spokane International Airport,GEG,Spokane,US,US-WA,Cloudy,IT,FALSE,FALSE
"Sep 14, 2023 @ 21:00:29.000",480.253,Logstash Airways,3,Warsaw Chopin Airport,WAW,Warsaw,PL-MZ,Hail,"8,624.18","5,358.82",0,No Delay,CU9FGS7,7.985355477,479.121,Tokyo Haneda International Airport,HND,Tokyo,JP,SE-BD,Heavy Fog,PL,FALSE,FALSE
"Sep 14, 2023 @ 20:55:55.000",356.465,Kibana Airlines,3,Zurich Airport,ZRH,Zurich,CH-ZH,Clear,"7,160.74","4,449.48",0,No Delay,ZBAM7VW,5.967284584,358.037,Cincinnati Northern Kentucky International Airport,CVG,Cincinnati,US,US-KY,Rain,CH,FALSE,FALSE
"Sep 14, 2023 @ 20:52:28.000",366.563,Kibana Airlines,3,Shanghai Pudong International Airport,PVG,Shanghai,SE-BD,Heavy Fog,"12,243.60","7,607.82",0,No Delay,J75BL89,12.00353276,720.212,Norfolk International Airport,ORF,Norfolk,US,US-VA,Sunny,CN,FALSE,TRUE
"Sep 14, 2023 @ 20:47:43.000",601.172,Kibana Airlines,3,Louis Armstrong New Orleans International Airport,MSY,New Orleans,US-LA,Cloudy,"11,768.16","7,312.40",240,Late Aircraft Delay,GCYLLSD,14.32294845,859.377,Beijing Capital International Airport,PEK,Beijing,CN,SE-BD,Heavy Fog,US,TRUE,FALSE
"Sep 14, 2023 @ 20:46:43.000",454.503,Logstash Airways,3,Vienna International Airport,VIE,Vienna,AT-9,Sunny,877.399,545.19,0,No Delay,GWIE8EF,0.860194729,51.612,Copenhagen Kastrup Airport,CPH,Copenhagen,DK,DK-84,Rain,AT,FALSE,FALSE
"Sep 14, 2023 @ 20:46:33.000",648.514,JetBeats,3,Sydney Kingsford Smith International Airport,SYD,Sydney,SE-BD,Hail,"15,913.69","9,888.31",0,No Delay,PJOSR23,13.26140686,795.684,Oslo Gardermoen Airport,OSL,Oslo,NO,NO-02,Clear,AU,FALSE,FALSE
"Sep 14, 2023 @ 20:39:07.000",738.328,ES-Air,3,Charlotte Douglas International Airport,CLT,Charlotte,US-NC,Clear,"14,869.35","9,239.38",0,No Delay,DHQ4RDL,11.80106777,708.064,Brisbane International Airport,BNE,Brisbane,AU,SE-BD,Cloudy,US,FALSE,FALSE
"Sep 14, 2023 @ 20:36:39.000",174.056,Kibana Airlines,3,Ukrainka Air Base,XHBU,Belogorsk,RU-AMU,Heavy Fog,"5,059.28","3,143.69",0,No Delay,MEY11SJ,7.665579494,459.935,Olenya Air Base,XLMO,Olenegorsk,RU,RU-MUR,Sunny,RU,FALSE,FALSE
"Sep 14, 2023 @ 20:23:38.000",529.529,Kibana Airlines,3,Sheremetyevo International Airport,SVO,Moscow,RU-MOS,Cloudy,"2,302.32","1,430.59",0,No Delay,FQXWBTV,2.558130494,153.488,Malpensa International Airport,MI12,Milan,IT,IT-25,Rain,RU,FALSE,FALSE
"Sep 14, 2023 @ 20:15:41.000",714.389,JetBeats,3,Sheremetyevo International Airport,SVO,Moscow,RU-MOS,Rain,"6,971.21","4,331.71",0,No Delay,IFZ34JW,5.532709894,331.963,New Chitose Airport,CTS,Chitose / Tomakomai,JP,SE-BD,Hail,RU,FALSE,TRUE
"Sep 14, 2023 @ 20:15:27.000",266.096,Kibana Airlines,3,Ministro Pistarini International Airport,EZE,Buenos Aires,SE-BD,Sunny,"11,394.20","7,080.03",0,No Delay,HREKAZS,14.6079534,876.477,Bari Karol Wojty__a Airport,BA02,Bari,IT,IT-75,Clear,AR,FALSE,FALSE
"Sep 14, 2023 @ 20:06:25.000",734.457,Logstash Airways,3,San Francisco International Airport,SFO,San Francisco,US-CA,Sunny,"9,823.14","6,103.82",0,No Delay,0E79WV8,13.64325504,818.595,Pisa International Airport,PI05,Pisa,IT,IT-52,Hail,US,FALSE,FALSE
"Sep 14, 2023 @ 20:00:57.000",318.259,JetBeats,3,Dublin Airport,DUB,Dublin,IE-D,Hail,"7,610.33","4,728.84",0,No Delay,F82QZVL,10.56990398,634.194,Chhatrapati Shivaji International Airport,BOM,Mumbai,IN,SE-BD,Hail,IE,FALSE,FALSE
"Sep 14, 2023 @ 19:49:09.000",469.015,ES-Air,3,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Rain,"2,380.42","1,479.13",105,Late Aircraft Delay,9NE9UQD,4.083746621,245.025,Savannah Hilton Head International Airport,SAV,Savannah,US,US-GA,Cloudy,CA,TRUE,FALSE
"Sep 14, 2023 @ 19:44:00.000",767.67,Logstash Airways,3,London Heathrow Airport,LHR,London,GB-ENG,Damaging Wind,"1,445.52",898.205,0,No Delay,GA7NBVO,1.338444501,80.307,Leonardo da Vinci___Fiumicino Airport,RM11,Rome,IT,IT-62,Clear,GB,FALSE,TRUE
"Sep 14, 2023 @ 19:39:46.000",890.178,JetBeats,3,London Heathrow Airport,LHR,London,GB-ENG,Cloudy,"8,473.14","5,264.97",0,No Delay,6S705TE,11.76825229,706.095,El Dorado International Airport,BOG,Bogota,CO,SE-BD,Thunder & Lightning,GB,FALSE,FALSE
"Sep 14, 2023 @ 19:31:23.000",937.812,Logstash Airways,3,Zurich Airport,ZRH,Zurich,CH-ZH,Rain,"1,033.43",642.141,0,No Delay,77ZMNJA,1.230268647,73.816,Warsaw Chopin Airport,WAW,Warsaw,PL,PL-MZ,Sunny,CH,FALSE,FALSE
"Sep 14, 2023 @ 19:29:17.000",577.191,Kibana Airlines,3,Narita International Airport,NRT,Tokyo,SE-BD,Sunny,"18,304.41","11,373.84",315,NAS Delay,BU5Z5YV,27.04096774,"1,622.46",Ministro Pistarini International Airport,EZE,Buenos Aires,AR,AR-B,Clear,JP,TRUE,FALSE
"Sep 14, 2023 @ 19:16:39.000",480.913,JetBeats,3,Pisa International Airport,PI05,Pisa,IT-52,Damaging Wind,"7,511.00","4,667.12",0,No Delay,8HY3PZ0,10.43193887,625.916,Charlotte Douglas International Airport,CLT,Charlotte,US,US-NC,Clear,IT,FALSE,TRUE
"Sep 14, 2023 @ 19:01:43.000",963.91,Logstash Airways,3,Verona Villafranca Airport,VR10,Verona,IT-34,Clear,"9,678.09","6,013.69",0,No Delay,SQQPFDV,8.961193978,537.672,Tokyo Haneda International Airport,HND,Tokyo,JP,SE-BD,Clear,IT,FALSE,FALSE
"Sep 14, 2023 @ 18:54:35.000",275.1,Logstash Airways,3,Ministro Pistarini International Airport,EZE,Buenos Aires,AR-B,Rain,"11,134.74","6,918.81",0,No Delay,IMVN7RN,11.59868925,695.921,Leonardo da Vinci___Fiumicino Airport,RM11,Rome,IT,IT-62,Sunny,AR,FALSE,FALSE
"Sep 14, 2023 @ 18:52:10.000",911.329,JetBeats,3,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Clear,"11,149.89","6,928.22",0,No Delay,GXPSV4G,9.291570584,557.494,Montreal / Pierre Elliott Trudeau International Airport,YUL,Montreal,CA,CA-QC,Heavy Fog,CN,FALSE,TRUE
"Sep 14, 2023 @ 18:51:54.000",325.643,Logstash Airways,3,Xi'an Xianyang International Airport,XIY,Xi'an,SE-BD,Rain,"18,861.02","11,719.69",0,No Delay,WYQVBMM,15.71751654,943.051,Ministro Pistarini International Airport,EZE,Buenos Aires,AR,SE-BD,Damaging Wind,CN,FALSE,FALSE
"Sep 14, 2023 @ 18:47:38.000",251.945,Logstash Airways,3,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Clear,"15,939.01","9,904.04",0,No Delay,IEYWRQS,24.15001657,"1,449.00",Licenciado Benito Juarez International Airport,AICM,Mexico City,MX,MX-DIF,Sunny,IN,FALSE,FALSE
"Sep 14, 2023 @ 18:47:03.000",903.36,Kibana Airlines,3,Stockholm-Arlanda Airport,ARN,Stockholm,SE-AB,Damaging Wind,"1,223.80",760.436,0,No Delay,UK9PGII,1.019836488,61.19,Sheremetyevo International Airport,SVO,Moscow,RU,RU-MOS,Sunny,SE,FALSE,FALSE
"Sep 14, 2023 @ 18:46:25.000",724.379,Kibana Airlines,3,Rajiv Gandhi International Airport,HYD,Hyderabad,SE-BD,Heavy Fog,"7,108.74","4,417.17",75,NAS Delay,RHVGSFL,11.12325468,667.395,Oslo Gardermoen Airport,OSL,Oslo,NO,NO-02,Rain,IN,TRUE,FALSE
"Sep 14, 2023 @ 18:46:22.000",998.397,JetBeats,3,Vienna International Airport,VIE,Vienna,AT-9,Damaging Wind,"7,471.75","4,642.73",0,No Delay,6KKPD94,6.226455389,373.587,Beijing Capital International Airport,PEK,Beijing,CN,SE-BD,Thunder & Lightning,AT,FALSE,TRUE
"Sep 14, 2023 @ 18:45:37.000",913.726,ES-Air,3,Stockholm-Arlanda Airport,ARN,Stockholm,SE-AB,Cloudy,"1,191.03",740.069,15,Security Delay,WCEV337,1.294759612,77.686,Cologne Bonn Airport,CGN,Cologne,DE,DE-NW,Clear,SE,TRUE,FALSE
"Sep 14, 2023 @ 18:45:11.000",701.17,Kibana Airlines,3,Cincinnati Northern Kentucky International Airport,CVG,Cincinnati,US-KY,Sunny,"12,244.58","7,608.43",0,No Delay,KEYYFFC,15.69817971,941.891,Chengdu Shuangliu International Airport,CTU,Chengdu,CN,SE-BD,Sunny,US,FALSE,FALSE
"Sep 14, 2023 @ 18:29:16.000",733.626,Kibana Airlines,3,Jorge Chavez International Airport,LIM,Lima,SE-BD,Cloudy,"10,636.94","6,609.49",0,No Delay,2LT6TMJ,9.849021889,590.941,Cologne Bonn Airport,CGN,Cologne,DE,DE-NW,Cloudy,PE,FALSE,FALSE
"Sep 14, 2023 @ 18:20:49.000",253.444,Kibana Airlines,3,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA-MB,Rain,"7,446.43","4,627.00",0,No Delay,RF3HC6P,6.531954852,391.917,Venice Marco Polo Airport,VE05,Venice,IT,IT-34,Clear,CA,FALSE,FALSE
"Sep 14, 2023 @ 18:20:11.000",322.57,ES-Air,3,Turin Airport,TO11,Torino,IT-21,Sunny,"2,397.53","1,489.76",0,No Delay,L2RIAIV,2.219934304,133.196,Sheremetyevo International Airport,SVO,Moscow,RU,RU-MOS,Rain,IT,FALSE,FALSE
"Sep 14, 2023 @ 18:14:44.000",625.014,Kibana Airlines,3,OR Tambo International Airport,JNB,Johannesburg,SE-BD,Damaging Wind,"8,412.27","5,227.14",30,NAS Delay,7QTOYLU,7.510220372,450.613,Munich Airport,MUC,Munich,DE,DE-BY,Cloudy,ZA,TRUE,FALSE
"Sep 14, 2023 @ 17:56:41.000",625.096,JetBeats,3,London Gatwick Airport,LGW,London,GB-ENG,Rain,"1,214.89",754.898,195,Late Aircraft Delay,96TOQ5N,4.262408954,255.745,Adolfo Suarez Madridâ€?Barajas Airport,MAD,Madrid,ES,ES-M,Clear,GB,TRUE,FALSE
"Sep 14, 2023 @ 17:49:26.000",101.689,JetBeats,3,Ukrainka Air Base,XHBU,Belogorsk,RU-AMU,Thunder & Lightning,"5,606.83","3,483.92",0,No Delay,GVY7J8F,4.918268446,295.096,Sheremetyevo International Airport,SVO,Moscow,RU,RU-MOS,Rain,RU,FALSE,FALSE
"Sep 14, 2023 @ 17:39:54.000",647.347,JetBeats,3,OR Tambo International Airport,JNB,Johannesburg,SE-BD,Sunny,"9,287.66","5,771.08",0,No Delay,K20W5ER,8.147069516,488.824,Manchester Airport,MAN,Manchester,GB,GB-ENG,Rain,ZA,FALSE,FALSE
"Sep 14, 2023 @ 17:29:19.000",407.773,Kibana Airlines,3,Bologna Guglielmo Marconi Airport,BO08,Bologna,IT-45,Cloudy,832.983,517.592,0,No Delay,PL3XRFF,1.067927233,64.076,Barcelona International Airport,BCN,Barcelona,ES,ES-CT,Sunny,IT,FALSE,FALSE
"Sep 14, 2023 @ 17:23:05.000",388.486,JetBeats,3,Seattle Tacoma International Airport,SEA,Seattle,US-WA,Sunny,"8,752.95","5,438.83",0,No Delay,1LSCD1E,10.42017622,625.211,Barcelona International Airport,BCN,Barcelona,ES,ES-CT,Heavy Fog,US,FALSE,FALSE
"Sep 14, 2023 @ 17:21:08.000",348.195,JetBeats,3,Shanghai Hongqiao International Airport,SHA,Shanghai,SE-BD,Thunder & Lightning,"1,375.33",854.592,0,No Delay,J68ACJS,1.6373004,98.238,Itami Airport,ITM,Osaka,JP,SE-BD,Clear,CN,FALSE,FALSE
"Sep 14, 2023 @ 17:17:33.000",554.426,Kibana Airlines,3,Warsaw Chopin Airport,WAW,Warsaw,PL-MZ,Rain,"7,985.79","4,962.14",0,No Delay,ADMVBQV,11.09136732,665.482,Shanghai Hongqiao International Airport,SHA,Shanghai,CN,SE-BD,Cloudy,PL,FALSE,FALSE
